0.000000	0.000000
0.020443	57.767000
0.040886	57.689000
0.061329	57.632000
0.081772	57.592000
0.102215	57.554000
0.122658	57.527000
0.143101	57.505000
0.163543	57.483000
0.183986	57.461000
0.204429	57.450000
0.224872	57.445000
0.245315	57.429000
0.265758	57.424000
0.286201	57.399000
0.306644	57.387000
0.327087	57.380000
0.347530	57.368000
0.367973	57.381000
0.388416	57.437000
0.408859	44.464000
0.429302	42.449000
0.449744	41.958000
0.470187	41.617000
0.490630	41.351000
0.511073	41.122000
0.531516	40.935000
0.551959	40.760000
0.572402	40.616000
0.592845	40.487000
0.613288	40.366000
0.633731	40.246000
0.654174	40.149000
0.674617	40.050000
0.695060	39.971000
0.715503	39.899000
0.735945	39.820000
0.756388	39.754000
0.776831	39.689000
0.797274	39.636000
0.817717	39.564000
0.838160	39.516000
0.858603	39.475000
0.879046	39.430000
0.899489	39.381000
0.919932	39.336000
0.940375	39.315000
0.960818	39.264000
0.981261	39.249000
1.001704	39.194000
1.022147	39.173000
1.042589	39.159000
1.063032	39.127000
1.083475	39.105000
1.103918	39.091000
1.124361	39.074000
1.144804	39.058000
1.165247	39.042000
1.185690	39.028000
1.206133	39.019000
1.226576	39.013000
1.247019	38.998000
1.267462	38.986000
1.287905	38.974000
1.308348	38.962000
1.328790	38.958000
1.349233	38.948000
1.369676	38.938000
1.390119	38.928000
1.410562	38.917000
1.431005	38.908000
1.451448	38.900000
1.471891	38.891000
1.492334	38.884000
1.512777	38.878000
1.533220	38.871000
1.553663	38.865000
1.574106	38.859000
1.594549	38.854000
1.614992	38.849000
1.635434	38.843000
1.655877	38.837000
1.676320	38.832000
1.696763	38.828000
1.717206	38.823000
1.737649	38.818000
1.758092	38.814000
1.778535	38.809000
1.798978	38.805000
1.819421	38.800000
1.839864	38.797000
1.860307	38.793000
1.880750	38.790000
1.901193	38.786000
1.921635	38.782000
1.942078	38.778000
1.962521	38.773000
1.982964	38.769000
2.003407	38.764000
2.023850	38.760000
2.044293	38.756000
2.064736	38.752000
2.085179	38.747000
2.105622	38.743000
2.126065	38.739000
2.146508	38.735000
2.166951	38.731000
2.187394	38.727000
2.207836	38.723000
2.228279	38.719000
2.248722	38.714000
2.269165	38.710000
2.289608	38.706000
2.310051	38.702000
2.330494	38.698000
2.350937	38.694000
2.371380	38.690000
2.391823	38.686000
2.412266	38.682000
2.432709	38.679000
2.453152	38.675000
2.473595	38.671000
2.494038	38.668000
2.514480	38.664000
2.534923	38.661000
2.555366	38.657000
2.575809	38.654000
2.596252	38.650000
2.616695	38.646000
2.637138	38.643000
2.657581	38.639000
2.678024	38.635000
2.698467	38.631000
2.718910	38.626000
2.739353	38.622000
2.759796	38.618000
2.780239	38.614000
2.800681	38.610000
2.821124	38.606000
2.841567	38.601000
2.862010	38.597000
2.882453	38.592000
2.902896	38.588000
2.923339	38.584000
2.943782	38.579000
2.964225	38.574000
2.984668	38.569000
3.005111	38.564000
3.025554	38.559000
3.045997	38.554000
3.066440	38.550000
3.086882	38.545000
3.107325	38.541000
3.127768	38.536000
3.148211	38.532000
3.168654	38.527000
3.189097	38.522000
3.209540	38.517000
3.229983	38.513000
3.250426	38.508000
3.270869	38.503000
3.291312	38.498000
3.311755	38.494000
3.332198	38.489000
3.352641	38.484000
3.373084	38.480000
3.393526	38.476000
3.413969	38.471000
3.434412	38.467000
3.454855	38.462000
3.475298	38.458000
3.495741	38.453000
3.516184	38.448000
3.536627	38.444000
3.557070	38.440000
3.577513	38.436000
3.597956	38.432000
3.618399	38.427000
3.638842	38.423000
3.659285	38.419000
3.679727	38.415000
3.700170	38.410000
3.720613	38.406000
3.741056	38.402000
3.761499	38.398000
3.781942	38.393000
3.802385	38.389000
3.822828	38.385000
3.843271	38.381000
3.863714	38.377000
3.884157	38.374000
3.904600	38.370000
3.925043	38.367000
3.945486	38.363000
3.965929	38.359000
3.986371	38.355000
4.006814	38.351000
4.027257	38.348000
4.047700	38.344000
4.068143	38.340000
4.088586	38.337000
4.109029	38.333000
4.129472	38.330000
4.149915	38.325000
4.170358	38.321000
4.190801	38.317000
4.211244	38.314000
4.231687	38.310000
4.252130	38.306000
4.272572	38.302000
4.293015	38.298000
4.313458	38.294000
4.333901	38.290000
4.354344	38.286000
4.374787	38.282000
4.395230	38.278000
4.415673	38.273000
4.436116	38.269000
4.456559	38.265000
4.477002	38.262000
4.497445	38.257000
4.517888	38.254000
4.538331	38.250000
4.558773	38.246000
4.579216	38.242000
4.599659	38.238000
4.620102	38.234000
4.640545	38.230000
4.660988	38.227000
4.681431	38.223000
4.701874	38.219000
4.722317	38.215000
4.742760	38.211000
4.763203	38.207000
4.783646	38.203000
4.804089	38.199000
4.824532	38.196000
4.844975	38.192000
4.865417	38.187000
4.885860	38.183000
4.906303	38.178000
4.926746	38.174000
4.947189	38.170000
4.967632	38.166000
4.988075	38.162000
5.008518	38.158000
5.028961	38.154000
5.049404	38.149000
5.069847	38.145000
5.090290	38.141000
5.110733	38.137000
5.131176	38.133000
5.151618	38.129000
5.172061	38.125000
5.192504	38.121000
5.212947	38.116000
5.233390	38.112000
5.253833	38.108000
5.274276	38.104000
5.294719	38.100000
5.315162	38.095000
5.335605	38.091000
5.356048	38.087000
5.376491	38.083000
5.396934	38.079000
5.417377	38.075000
5.437819	38.071000
5.458262	38.067000
5.478705	38.063000
5.499148	38.059000
5.519591	38.055000
5.540034	38.051000
5.560477	38.047000
5.580920	38.043000
5.601363	38.039000
5.621806	38.035000
5.642249	38.031000
5.662692	38.027000
5.683135	38.023000
5.703578	38.020000
5.724021	38.016000
5.744463	38.011000
5.764906	38.008000
5.785349	38.003000
5.805792	38.000000
5.826235	37.995000
5.846678	37.992000
5.867121	37.988000
5.887564	37.984000
5.908007	37.979000
5.928450	37.975000
5.948893	37.971000
5.969336	37.967000
5.989779	37.963000
6.010222	37.959000
6.030664	37.955000
6.051107	37.950000
6.071550	37.946000
6.091993	37.941000
6.112436	37.936000
6.132879	37.931000
6.153322	37.925000
6.173765	37.919000
6.194208	37.913000
6.214651	37.906000
6.235094	37.897000
6.255537	37.890000
6.275980	37.881000
6.296423	37.872000
6.316866	37.864000
6.337308	37.854000
6.357751	37.845000
6.378194	37.835000
6.398637	37.825000
6.419080	37.814000
6.439523	37.808000
6.459966	37.790000
6.480409	37.779000
6.500852	37.768000
6.521295	37.757000
6.541738	37.746000
6.562181	37.736000
6.582624	37.726000
6.603067	37.717000
6.623509	37.702000
6.643952	37.699000
6.664395	37.690000
6.684838	37.682000
6.705281	37.674000
6.725724	37.667000
6.746167	37.660000
6.766610	37.654000
6.787053	37.648000
6.807496	37.642000
6.827939	37.637000
6.848382	37.632000
6.868825	37.628000
6.889268	37.623000
6.909710	37.619000
6.930153	37.615000
6.950596	37.611000
6.971039	37.606000
6.991482	37.602000
7.011925	37.598000
7.032368	37.593000
7.052811	37.590000
7.073254	37.585000
7.093697	37.581000
7.114140	37.577000
7.134583	37.573000
7.155026	37.567000
7.175469	37.562000
7.195912	37.557000
7.216354	37.551000
7.236797	37.545000
7.257240	37.539000
7.277683	37.533000
7.298126	37.526000
7.318569	37.518000
7.339012	37.511000
7.359455	37.503000
7.379898	37.495000
7.400341	37.487000
7.420784	37.478000
7.441227	37.469000
7.461670	37.460000
7.482113	37.450000
7.502555	37.439000
7.522998	37.429000
7.543441	37.419000
7.563884	37.409000
7.584327	37.400000
7.604770	37.391000
7.625213	37.381000
7.645656	37.371000
7.666099	37.363000
7.686542	37.354000
7.706985	37.346000
7.727428	37.338000
7.747871	37.331000
7.768314	37.324000
7.788757	37.316000
7.809199	37.309000
7.829642	37.304000
7.850085	37.298000
7.870528	37.292000
7.890971	37.288000
7.911414	37.284000
7.931857	37.279000
7.952300	37.275000
7.972743	37.271000
7.993186	37.267000
8.013629	37.264000
8.034072	37.260000
8.054515	37.256000
8.074958	37.251000
8.095400	37.248000
8.115843	37.244000
8.136286	37.240000
8.156729	37.236000
8.177172	37.233000
8.197615	37.229000
8.218058	37.225000
8.238501	37.221000
8.258944	37.217000
8.279387	37.212000
8.299830	37.208000
8.320273	37.204000
8.340716	37.200000
8.361159	37.196000
8.381601	37.191000
8.402044	37.186000
8.422487	37.181000
8.442930	37.177000
8.463373	37.172000
8.483816	37.167000
8.504259	37.162000
8.524702	37.157000
8.545145	37.151000
8.565588	37.146000
8.586031	37.141000
8.606474	37.136000
8.626917	37.132000
8.647360	37.128000
8.667803	37.123000
8.688245	37.118000
8.708688	37.114000
8.729131	37.110000
8.749574	37.105000
8.770017	37.101000
8.790460	37.097000
8.810903	37.093000
8.831346	37.089000
8.851789	37.085000
8.872232	37.082000
8.892675	37.079000
8.913118	37.076000
8.933561	37.073000
8.954004	37.069000
8.974446	37.066000
8.994889	37.062000
9.015332	37.058000
9.035775	37.054000
9.056218	37.051000
